time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-20 00:00:00+00:00,4,3,2.0,2.0
2024-11-21 00:00:00+00:00,19,6,4.0,1.0
2024-11-22 00:00:00+00:00,16,6,3.0,2.0
2024-11-23 00:00:00+00:00,6,2,1.0,1.0
2024-11-24 00:00:00+00:00,2,2,1.0,1.0
2024-11-25 00:00:00+00:00,14,7,3.0,1.0
2024-11-26 00:00:00+00:00,21,9,7.0,3.0
2024-11-27 00:00:00+00:00,32,8,1.0,1.0
2024-11-28 00:00:00+00:00,38,7,1.0,1.0
2024-11-29 00:00:00+00:00,7,4,10.0,3.0
2024-11-30 00:00:00+00:00,17,4,,
2024-12-01 00:00:00+00:00,24,4,3.0,1.0
2024-12-02 00:00:00+00:00,16,3,,
2024-12-03 00:00:00+00:00,13,3,,
2024-12-04 00:00:00+00:00,6,3,,
