time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-16 00:00:00+00:00,2,1,5,5
2022-09-17 00:00:00+00:00,2,2,24,9
2022-09-18 00:00:00+00:00,3,2,21,11
2022-09-19 00:00:00+00:00,3,3,79,37
2022-09-20 00:00:00+00:00,15,10,135,35
2022-09-21 00:00:00+00:00,2,2,69,34
2022-09-22 00:00:00+00:00,13,7,70,25
2022-09-23 00:00:00+00:00,5,3,59,15
2022-09-24 00:00:00+00:00,6,3,86,16
2022-09-25 00:00:00+00:00,11,5,76,17
2022-09-26 00:00:00+00:00,7,6,127,37
2022-09-27 00:00:00+00:00,2,2,55,24
2022-09-28 00:00:00+00:00,3,3,83,30
2022-09-29 00:00:00+00:00,1,1,94,37
2022-09-30 00:00:00+00:00,1,1,57,20
