time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-11 00:00:00+00:00,5,3,42,8
2023-11-12 00:00:00+00:00,4,3,24,11
2023-11-13 00:00:00+00:00,5,5,187,36
2023-11-14 00:00:00+00:00,4,4,433,58
2023-11-15 00:00:00+00:00,4,4,1325,33
2023-11-16 00:00:00+00:00,17,10,467,47
2023-11-17 00:00:00+00:00,7,5,87,22
2023-11-18 00:00:00+00:00,5,5,149,16
2023-11-19 00:00:00+00:00,6,6,69,13
2023-11-20 00:00:00+00:00,6,5,278,34
2023-11-21 00:00:00+00:00,17,13,438,43
2023-11-22 00:00:00+00:00,12,8,282,40
2023-11-23 00:00:00+00:00,7,4,74,20
2023-11-24 00:00:00+00:00,4,4,118,20
2023-11-25 00:00:00+00:00,3,3,36,2
