time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-21 00:00:00+00:00,5,5,3.0,2.0
2023-01-22 00:00:00+00:00,13,10,,
2023-01-23 00:00:00+00:00,32,13,,
2023-01-24 00:00:00+00:00,28,16,4.0,2.0
2023-01-25 00:00:00+00:00,21,12,1.0,1.0
2023-01-26 00:00:00+00:00,28,16,1.0,1.0
2023-01-27 00:00:00+00:00,37,11,2.0,2.0
2023-01-28 00:00:00+00:00,13,10,,
2023-01-29 00:00:00+00:00,10,9,,
2023-01-30 00:00:00+00:00,27,16,3.0,2.0
2023-01-31 00:00:00+00:00,45,18,,
2023-02-01 00:00:00+00:00,29,16,5.0,4.0
2023-02-02 00:00:00+00:00,160,22,1.0,1.0
2023-02-03 00:00:00+00:00,39,20,,
2023-02-04 00:00:00+00:00,5,4,,
