time_iso8601,stars_cumulative
2019-05-10 00:00:00+00:00,1
2019-05-14 00:00:00+00:00,2
2019-05-29 00:00:00+00:00,3
2019-06-06 00:00:00+00:00,8
2019-06-07 00:00:00+00:00,11
2019-06-08 00:00:00+00:00,15
2019-06-09 00:00:00+00:00,17
2019-06-10 00:00:00+00:00,18
2019-06-12 00:00:00+00:00,21
2019-06-17 00:00:00+00:00,23
2019-06-23 00:00:00+00:00,24
2019-06-24 00:00:00+00:00,25
2019-06-28 00:00:00+00:00,27
2019-07-21 00:00:00+00:00,28
2019-09-05 00:00:00+00:00,29
2019-11-16 00:00:00+00:00,30
2019-12-19 00:00:00+00:00,31
2020-02-04 00:00:00+00:00,32
2020-02-17 00:00:00+00:00,33
2020-02-23 00:00:00+00:00,34
2020-02-28 00:00:00+00:00,35
2020-03-19 00:00:00+00:00,36
2020-06-03 00:00:00+00:00,37
2020-06-06 00:00:00+00:00,38
2020-07-05 00:00:00+00:00,39
2020-08-11 00:00:00+00:00,40
2020-08-21 00:00:00+00:00,41
2020-11-28 00:00:00+00:00,42
2020-12-23 00:00:00+00:00,43
2021-01-11 00:00:00+00:00,44
2021-05-10 00:00:00+00:00,45
2021-05-21 00:00:00+00:00,46
2021-06-08 00:00:00+00:00,47
2021-06-16 00:00:00+00:00,48
2021-06-30 00:00:00+00:00,49
2021-07-01 00:00:00+00:00,50
2021-07-04 00:00:00+00:00,51
2021-07-24 00:00:00+00:00,52
2021-08-11 00:00:00+00:00,53
2021-12-09 00:00:00+00:00,54
2022-01-17 00:00:00+00:00,55
2022-01-28 00:00:00+00:00,57
2022-02-08 00:00:00+00:00,58
2022-02-25 00:00:00+00:00,59
2022-04-17 00:00:00+00:00,60
2022-05-11 00:00:00+00:00,61
2022-09-27 00:00:00+00:00,62
2022-10-07 00:00:00+00:00,63
2022-10-19 00:00:00+00:00,64
2022-11-04 00:00:00+00:00,65
2022-11-19 00:00:00+00:00,67
2023-03-17 00:00:00+00:00,68
2023-03-28 00:00:00+00:00,69
2023-04-04 00:00:00+00:00,70
2023-08-08 00:00:00+00:00,71
2023-08-14 00:00:00+00:00,72
2023-10-20 00:00:00+00:00,73
2023-12-06 00:00:00+00:00,75
2023-12-21 00:00:00+00:00,76
