time_iso8601,stars_cumulative
2020-09-09 00:00:00+00:00,2
2020-09-10 00:00:00+00:00,4
2020-09-14 00:00:00+00:00,5
2020-09-15 00:00:00+00:00,11
2020-09-16 00:00:00+00:00,12
2020-09-22 00:00:00+00:00,13
2020-09-27 00:00:00+00:00,14
2020-10-03 00:00:00+00:00,15
2020-10-13 00:00:00+00:00,16
2020-10-21 00:00:00+00:00,17
2020-10-26 00:00:00+00:00,18
2020-10-27 00:00:00+00:00,20
2020-10-29 00:00:00+00:00,21
2020-10-30 00:00:00+00:00,23
2020-11-01 00:00:00+00:00,24
2020-11-03 00:00:00+00:00,25
2020-11-10 00:00:00+00:00,26
2020-11-15 00:00:00+00:00,27
2020-11-17 00:00:00+00:00,28
2020-11-19 00:00:00+00:00,29
2020-11-29 00:00:00+00:00,30
2020-12-08 00:00:00+00:00,31
2020-12-18 00:00:00+00:00,32
2021-01-02 00:00:00+00:00,33
2021-01-06 00:00:00+00:00,34
2021-01-12 00:00:00+00:00,36
2021-01-13 00:00:00+00:00,37
2021-01-19 00:00:00+00:00,38
2021-02-06 00:00:00+00:00,39
2021-02-10 00:00:00+00:00,40
2021-02-16 00:00:00+00:00,41
2021-02-17 00:00:00+00:00,43
2021-02-28 00:00:00+00:00,44
2021-03-04 00:00:00+00:00,45
2021-03-08 00:00:00+00:00,46
2021-03-15 00:00:00+00:00,47
2021-03-17 00:00:00+00:00,49
2021-03-25 00:00:00+00:00,50
2021-04-09 00:00:00+00:00,51
2021-04-10 00:00:00+00:00,52
2021-04-20 00:00:00+00:00,53
2021-04-21 00:00:00+00:00,54
2021-04-30 00:00:00+00:00,56
2021-05-05 00:00:00+00:00,57
2021-05-07 00:00:00+00:00,58
2021-05-15 00:00:00+00:00,59
2021-05-18 00:00:00+00:00,60
2021-05-19 00:00:00+00:00,62
2021-05-25 00:00:00+00:00,63
2021-06-10 00:00:00+00:00,64
2021-06-17 00:00:00+00:00,65
2021-06-23 00:00:00+00:00,66
2021-07-03 00:00:00+00:00,67
2021-07-12 00:00:00+00:00,68
2021-07-15 00:00:00+00:00,69
2021-07-16 00:00:00+00:00,70
2021-07-25 00:00:00+00:00,71
2021-07-28 00:00:00+00:00,72
2021-07-30 00:00:00+00:00,73
2021-08-01 00:00:00+00:00,74
2021-08-15 00:00:00+00:00,75
2021-08-18 00:00:00+00:00,77
2021-09-03 00:00:00+00:00,78
2021-09-07 00:00:00+00:00,79
2021-09-08 00:00:00+00:00,81
2021-09-09 00:00:00+00:00,82
2021-09-14 00:00:00+00:00,83
2021-09-17 00:00:00+00:00,84
2021-09-20 00:00:00+00:00,85
2021-09-21 00:00:00+00:00,86
2021-09-25 00:00:00+00:00,87
2021-10-10 00:00:00+00:00,88
2021-10-25 00:00:00+00:00,89
2021-10-29 00:00:00+00:00,90
2021-11-05 00:00:00+00:00,91
2021-11-18 00:00:00+00:00,92
2021-11-19 00:00:00+00:00,93
2021-12-03 00:00:00+00:00,94
2021-12-05 00:00:00+00:00,95
2021-12-09 00:00:00+00:00,96
2021-12-11 00:00:00+00:00,97
2021-12-22 00:00:00+00:00,98
2022-01-05 00:00:00+00:00,99
2022-01-06 00:00:00+00:00,100
2022-01-10 00:00:00+00:00,101
2022-01-12 00:00:00+00:00,102
2022-01-13 00:00:00+00:00,103
2022-01-18 00:00:00+00:00,104
2022-01-26 00:00:00+00:00,105
2022-02-02 00:00:00+00:00,106
2022-02-07 00:00:00+00:00,107
2022-02-09 00:00:00+00:00,108
2022-02-19 00:00:00+00:00,109
2022-02-25 00:00:00+00:00,110
2022-02-27 00:00:00+00:00,111
2022-02-28 00:00:00+00:00,112
2022-03-20 00:00:00+00:00,113
2022-03-27 00:00:00+00:00,114
2022-04-12 00:00:00+00:00,115
2022-04-20 00:00:00+00:00,116
2022-04-24 00:00:00+00:00,117
2022-04-26 00:00:00+00:00,118
2022-05-16 00:00:00+00:00,120
2022-05-17 00:00:00+00:00,148
2022-05-18 00:00:00+00:00,152
2022-05-20 00:00:00+00:00,155
2022-05-21 00:00:00+00:00,156
2022-06-01 00:00:00+00:00,157
2022-06-04 00:00:00+00:00,158
2022-06-20 00:00:00+00:00,159
2022-06-21 00:00:00+00:00,160
2022-06-25 00:00:00+00:00,161
2022-06-28 00:00:00+00:00,162
2022-06-30 00:00:00+00:00,163
2022-07-13 00:00:00+00:00,164
2022-07-14 00:00:00+00:00,165
2022-07-26 00:00:00+00:00,166
2022-08-05 00:00:00+00:00,167
2022-08-18 00:00:00+00:00,168
2022-09-01 00:00:00+00:00,169
2022-09-18 00:00:00+00:00,170
2022-09-29 00:00:00+00:00,173
2022-10-05 00:00:00+00:00,174
2022-10-06 00:00:00+00:00,175
2022-10-08 00:00:00+00:00,176
2022-10-14 00:00:00+00:00,177
2022-10-16 00:00:00+00:00,178
2022-10-26 00:00:00+00:00,179
2022-10-27 00:00:00+00:00,180
2022-11-07 00:00:00+00:00,181
