time_iso8601,stars_cumulative
2017-03-23 00:00:00+00:00,1
2017-03-24 00:00:00+00:00,2
2017-03-27 00:00:00+00:00,4
2017-04-04 00:00:00+00:00,5
2017-04-11 00:00:00+00:00,6
2017-04-19 00:00:00+00:00,7
2017-05-04 00:00:00+00:00,8
2017-05-09 00:00:00+00:00,9
2017-05-18 00:00:00+00:00,10
2017-07-11 00:00:00+00:00,11
2017-08-16 00:00:00+00:00,12
2017-09-16 00:00:00+00:00,13
2017-09-22 00:00:00+00:00,14
2017-10-08 00:00:00+00:00,15
2017-11-06 00:00:00+00:00,16
2017-11-07 00:00:00+00:00,17
2017-12-11 00:00:00+00:00,18
2017-12-15 00:00:00+00:00,19
2018-01-13 00:00:00+00:00,20
2018-01-18 00:00:00+00:00,21
2018-01-26 00:00:00+00:00,22
2018-02-01 00:00:00+00:00,23
2018-02-22 00:00:00+00:00,24
2018-03-08 00:00:00+00:00,25
2018-03-14 00:00:00+00:00,26
2018-05-06 00:00:00+00:00,27
2018-05-16 00:00:00+00:00,28
2018-05-18 00:00:00+00:00,29
2018-05-29 00:00:00+00:00,30
2018-06-08 00:00:00+00:00,31
2018-08-10 00:00:00+00:00,32
2018-08-27 00:00:00+00:00,33
2018-08-29 00:00:00+00:00,34
2018-09-09 00:00:00+00:00,35
2018-09-25 00:00:00+00:00,36
2018-10-10 00:00:00+00:00,37
2018-10-12 00:00:00+00:00,38
2018-10-27 00:00:00+00:00,39
2018-10-29 00:00:00+00:00,40
2018-11-05 00:00:00+00:00,41
2018-11-06 00:00:00+00:00,42
2018-12-06 00:00:00+00:00,43
2018-12-17 00:00:00+00:00,44
2018-12-26 00:00:00+00:00,45
2019-01-09 00:00:00+00:00,46
2019-02-01 00:00:00+00:00,47
2019-03-13 00:00:00+00:00,48
2019-03-23 00:00:00+00:00,49
2019-04-24 00:00:00+00:00,50
2019-05-21 00:00:00+00:00,51
2019-05-22 00:00:00+00:00,52
2019-05-27 00:00:00+00:00,53
2019-05-31 00:00:00+00:00,54
2019-06-09 00:00:00+00:00,55
2019-07-01 00:00:00+00:00,56
2019-07-03 00:00:00+00:00,57
2019-07-06 00:00:00+00:00,58
2019-07-09 00:00:00+00:00,59
2019-07-18 00:00:00+00:00,60
2019-07-30 00:00:00+00:00,61
2019-08-01 00:00:00+00:00,63
2019-08-06 00:00:00+00:00,64
2019-08-07 00:00:00+00:00,65
2019-08-14 00:00:00+00:00,66
2019-08-17 00:00:00+00:00,67
2019-08-19 00:00:00+00:00,68
2019-09-19 00:00:00+00:00,69
2019-09-30 00:00:00+00:00,70
2019-10-12 00:00:00+00:00,71
2019-10-24 00:00:00+00:00,72
2019-10-25 00:00:00+00:00,73
2019-11-15 00:00:00+00:00,74
2019-12-23 00:00:00+00:00,75
2020-01-02 00:00:00+00:00,76
2020-02-14 00:00:00+00:00,77
2020-02-28 00:00:00+00:00,78
2020-03-15 00:00:00+00:00,79
2020-03-27 00:00:00+00:00,80
2020-03-31 00:00:00+00:00,84
2020-04-01 00:00:00+00:00,87
2020-04-02 00:00:00+00:00,89
2020-04-17 00:00:00+00:00,90
2020-04-22 00:00:00+00:00,91
2020-04-28 00:00:00+00:00,92
2020-05-20 00:00:00+00:00,93
2020-05-27 00:00:00+00:00,95
2020-06-04 00:00:00+00:00,96
2020-06-06 00:00:00+00:00,97
2020-06-15 00:00:00+00:00,98
2020-06-30 00:00:00+00:00,99
2020-07-02 00:00:00+00:00,100
2020-07-11 00:00:00+00:00,101
2020-07-17 00:00:00+00:00,102
2020-07-24 00:00:00+00:00,103
2020-08-14 00:00:00+00:00,104
2020-08-25 00:00:00+00:00,105
2020-10-08 00:00:00+00:00,106
2020-10-09 00:00:00+00:00,107
2020-11-01 00:00:00+00:00,108
2020-11-16 00:00:00+00:00,109
2020-11-30 00:00:00+00:00,110
2020-12-08 00:00:00+00:00,111
2020-12-18 00:00:00+00:00,112
2021-01-13 00:00:00+00:00,113
2021-02-04 00:00:00+00:00,114
2021-02-10 00:00:00+00:00,115
2021-02-19 00:00:00+00:00,116
2021-03-17 00:00:00+00:00,117
2021-03-20 00:00:00+00:00,118
2021-03-25 00:00:00+00:00,119
2021-04-01 00:00:00+00:00,120
2021-04-03 00:00:00+00:00,121
2021-04-06 00:00:00+00:00,122
2021-04-08 00:00:00+00:00,123
2021-04-13 00:00:00+00:00,124
2021-06-02 00:00:00+00:00,125
2021-06-08 00:00:00+00:00,126
2021-06-13 00:00:00+00:00,127
2021-06-16 00:00:00+00:00,128
2021-06-20 00:00:00+00:00,129
2021-06-25 00:00:00+00:00,130
2021-07-06 00:00:00+00:00,131
2021-07-16 00:00:00+00:00,132
2021-07-17 00:00:00+00:00,133
2021-09-03 00:00:00+00:00,134
2021-09-09 00:00:00+00:00,135
2021-09-23 00:00:00+00:00,136
2021-09-27 00:00:00+00:00,137
2021-10-04 00:00:00+00:00,138
2021-10-19 00:00:00+00:00,139
2021-10-29 00:00:00+00:00,140
2021-12-18 00:00:00+00:00,141
2021-12-23 00:00:00+00:00,142
2022-01-08 00:00:00+00:00,143
2022-01-17 00:00:00+00:00,144
2022-01-19 00:00:00+00:00,145
2022-02-22 00:00:00+00:00,146
2022-03-20 00:00:00+00:00,147
2022-04-26 00:00:00+00:00,148
2022-06-15 00:00:00+00:00,149
2022-06-27 00:00:00+00:00,150
2022-07-18 00:00:00+00:00,151
2022-08-24 00:00:00+00:00,152
2022-09-01 00:00:00+00:00,153
2022-09-18 00:00:00+00:00,154
2022-10-02 00:00:00+00:00,155
2022-10-18 00:00:00+00:00,156
2022-10-29 00:00:00+00:00,157
2022-10-31 00:00:00+00:00,158
2022-11-18 00:00:00+00:00,159
2022-12-30 00:00:00+00:00,160
2023-01-02 00:00:00+00:00,161
2023-01-09 00:00:00+00:00,162
2023-01-11 00:00:00+00:00,163
2023-02-09 00:00:00+00:00,164
2023-02-22 00:00:00+00:00,165
2023-02-25 00:00:00+00:00,166
2023-03-11 00:00:00+00:00,167
2023-03-16 00:00:00+00:00,168
2023-03-17 00:00:00+00:00,169
2023-03-25 00:00:00+00:00,170
2023-03-30 00:00:00+00:00,171
2023-04-01 00:00:00+00:00,172
2023-04-03 00:00:00+00:00,173
2023-04-17 00:00:00+00:00,175
2023-04-23 00:00:00+00:00,176
2023-05-23 00:00:00+00:00,177
2023-05-30 00:00:00+00:00,178
2023-06-05 00:00:00+00:00,179
2023-06-06 00:00:00+00:00,180
2023-06-11 00:00:00+00:00,181
2023-06-12 00:00:00+00:00,183
2023-06-15 00:00:00+00:00,185
2023-07-10 00:00:00+00:00,186
2023-07-24 00:00:00+00:00,187
2023-08-09 00:00:00+00:00,188
2023-08-16 00:00:00+00:00,189
2023-08-18 00:00:00+00:00,190
2023-09-11 00:00:00+00:00,191
2023-09-20 00:00:00+00:00,192
2023-10-02 00:00:00+00:00,193
2023-11-21 00:00:00+00:00,194
2023-11-30 00:00:00+00:00,195
2023-12-08 00:00:00+00:00,196
2024-01-22 00:00:00+00:00,197
2024-02-07 00:00:00+00:00,198
2024-02-13 00:00:00+00:00,199
2024-02-27 00:00:00+00:00,200
2024-02-29 00:00:00+00:00,201
2024-04-15 00:00:00+00:00,202
2024-04-27 00:00:00+00:00,203
2024-04-30 00:00:00+00:00,204
2024-05-03 00:00:00+00:00,205
2024-05-07 00:00:00+00:00,206
2024-05-23 00:00:00+00:00,207
2024-05-26 00:00:00+00:00,208
2024-06-06 00:00:00+00:00,209
2024-06-25 00:00:00+00:00,210
2024-06-26 00:00:00+00:00,211
2024-07-16 00:00:00+00:00,212
2024-07-24 00:00:00+00:00,213
2024-07-29 00:00:00+00:00,214
2024-08-19 00:00:00+00:00,215
2024-09-17 00:00:00+00:00,216
2024-10-24 00:00:00+00:00,217
2024-11-15 00:00:00+00:00,218
2024-11-30 00:00:00+00:00,219
2024-12-12 00:00:00+00:00,220
2025-01-11 00:00:00+00:00,221
2025-01-19 00:00:00+00:00,222
2025-01-30 00:00:00+00:00,223
2025-02-11 00:00:00+00:00,224
2025-03-09 00:00:00+00:00,225
2025-03-11 00:00:00+00:00,226
2025-03-18 00:00:00+00:00,227
2025-03-28 00:00:00+00:00,228
2025-04-10 00:00:00+00:00,229
2025-04-11 00:00:00+00:00,230
2025-04-13 00:00:00+00:00,231
2025-04-14 00:00:00+00:00,232
2025-05-12 00:00:00+00:00,233
2025-05-26 00:00:00+00:00,234
2025-07-28 00:00:00+00:00,235
2025-07-30 00:00:00+00:00,236
2025-07-31 00:00:00+00:00,238
2025-08-07 00:00:00+00:00,239
2025-09-02 00:00:00+00:00,240
2025-09-04 00:00:00+00:00,241
2025-09-23 00:00:00+00:00,242
2025-10-01 00:00:00+00:00,243
2025-10-14 00:00:00+00:00,244
2025-10-23 00:00:00+00:00,245
2025-10-31 00:00:00+00:00,246
2025-12-05 00:00:00+00:00,247
2025-12-08 00:00:00+00:00,248
